"flux_phi_1:0","flux_phi_1:1","flux_phi_1:2","flux_phi_2:0","flux_phi_2:1","flux_phi_2:2","flux_phi_3:0","flux_phi_3:1","flux_phi_3:2","phi_1","phi_2","phi_3","Points:0","Points:1","Points:2"
0,0,0,0,0,0,0,0,0,0.94178,1,0.35084,1.75,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93671,1,0.35264,1.7,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93082,1,0.3548,1.65,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92419,1,0.35732,1.6,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91689,1,0.36023,1.55,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90904,1,0.36353,1.5,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90075,1,0.36719,1.45,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89217,1,0.37119,1.4,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88348,1,0.37547,1.35,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.87486,1,0.38005,1.3,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86654,1,0.38512,1.25,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85873,1,0.39118,1.2,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85162,1,0.39905,1.15,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84552,1,0.40899,1.1,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84025,1,0.41694,1.05,-0.5,0,1.0e-14
-0.0067789,0,0,-7.4983e-16,0,0,0.16456,-0,-0,0.83651,1,0.40288,1,-0.5,0,1.0e-14
